unit,time_index,action,metric,value,time
10,35,1,0,66516.01517628174,2020-02-05
10,35,2,0,38662.26794987641,2020-02-05
10,36,0,0,28702.662080380258,2020-02-06
10,36,1,0,48029.91062269273,2020-02-06
10,36,2,0,44952.5735397488,2020-02-06
10,37,0,0,23559.558640428404,2020-02-07
10,37,1,0,43274.51570861879,2020-02-07
10,37,2,0,43085.62591130732,2020-02-07
10,38,0,0,29973.12773215636,2020-02-08
10,38,1,0,35298.941050077396,2020-02-08
10,38,2,0,22839.524858089117,2020-02-08
10,39,0,0,40432.57718811906,2020-02-09
10,39,1,0,59693.92182551851,2020-02-09
10,39,2,0,31354.159904082808,2020-02-09
10,40,0,0,51274.365815427394,2020-02-10
10,40,1,0,90438.31172501913,2020-02-10
10,40,2,0,55162.665692980474,2020-02-10
10,41,0,0,57053.215248351895,2020-02-11
10,41,1,0,79453.71580964793,2020-02-11
10,41,2,0,47828.60008054363,2020-02-11
10,42,0,0,49893.75668254724,2020-02-12
10,42,1,0,86806.31625860232,2020-02-12
10,42,2,0,31616.301262365843,2020-02-12
10,43,0,0,41344.4424154201,2020-02-13
10,43,1,0,70572.92444614453,2020-02-13
10,43,2,0,45657.750269338096,2020-02-13
10,44,0,0,32469.586495631247,2020-02-14
10,44,1,0,49950.813633040045,2020-02-14
10,44,2,0,40904.37458410633,2020-02-14
10,45,0,0,27892.39558617311,2020-02-15
10,45,1,0,32916.63491066625,2020-02-15
10,45,2,0,52757.78811352952,2020-02-15
10,46,0,0,30587.358218025474,2020-02-16
10,46,1,0,51330.5399514374,2020-02-16
10,46,2,0,41463.34162208889,2020-02-16
10,47,0,0,43658.12057554935,2020-02-17
10,47,1,0,80692.14291699757,2020-02-17
10,47,2,0,42725.382578259356,2020-02-17
10,48,0,0,54525.72233615178,2020-02-18
10,48,1,0,75622.09566187926,2020-02-18
10,48,2,0,65148.82191590279,2020-02-18
10,49,0,0,64108.97600285601,2020-02-19
10,49,1,0,105357.8201853691,2020-02-19
10,49,2,0,71042.57869199841,2020-02-19
11,0,0,0,69204.42328203547,2020-01-01
11,0,1,0,108595.60556172101,2020-01-01
11,0,2,0,63074.846372917826,2020-01-01
11,1,0,0,67720.92590716328,2020-01-02
11,1,1,0,87055.06062871766,2020-01-02
11,1,2,0,54368.76671373403,2020-01-02
11,2,0,0,56868.84564248621,2020-01-03
11,2,1,0,78695.09911863977,2020-01-03
11,2,2,0,57902.3834425759,2020-01-03
11,3,0,0,33462.38054388997,2020-01-04
11,3,1,0,36525.517255159546,2020-01-04
11,3,2,0,33522.619431341285,2020-01-04
11,4,0,0,21227.745117509196,2020-01-05
11,4,1,0,33768.77963521148,2020-01-05
11,4,2,0,36126.390197075576,2020-01-05
11,5,0,0,23920.144142792262,2020-01-06
11,5,1,0,22764.697355744604,2020-01-06
11,5,2,0,40774.016304711935,2020-01-06
11,6,0,0,41757.788294101585,2020-01-07
11,6,1,0,57591.59409373013,2020-01-07
11,6,2,0,31417.670467656106,2020-01-07
11,7,0,0,62081.440767519,2020-01-08
11,7,1,0,79846.00499312344,2020-01-08
11,7,2,0,62104.239981606,2020-01-08
11,8,0,0,75987.66844426235,2020-01-09
11,8,1,0,115420.39622248727,2020-01-09
11,8,2,0,64975.95088290122,2020-01-09
11,9,0,0,70671.05889513947,2020-01-10
11,9,1,0,102156.37224687364,2020-01-10
11,9,2,0,43975.90875667325,2020-01-10
11,10,0,0,55180.19658787665,2020-01-11
11,10,1,0,76430.89977084256,2020-01-11
11,10,2,0,50287.6892381699,2020-01-11
11,11,0,0,34813.82610372413,2020-01-12
11,11,1,0,49843.67050021407,2020-01-12
11,11,2,0,34059.563760239886,2020-01-12
11,12,0,0,24759.27977696048,2020-01-13
11,12,1,0,24525.533464777065,2020-01-13
11,12,2,0,28125.195126343606,2020-01-13
11,13,0,0,25762.755858158976,2020-01-14
11,13,1,0,43292.993866409975,2020-01-14
11,13,2,0,36010.356120618846,2020-01-14
11,14,0,0,45361.45097915572,2020-01-15
11,14,1,0,82401.3879192505,2020-01-15
11,14,2,0,51047.21551605629,2020-01-15
11,15,0,0,56561.85145776217,2020-01-16
11,15,1,0,70157.88769586096,2020-01-16
11,15,2,0,31066.542422447917,2020-01-16
11,16,0,0,73904.54313230557,2020-01-17
11,16,1,0,110437.75242231635,2020-01-17
11,16,2,0,43029.81842410021,2020-01-17
11,17,0,0,67879.14573907637,2020-01-18
11,17,1,0,98896.62133532719,2020-01-18
11,17,2,0,46830.87521168381,2020-01-18
11,18,0,0,57444.80403363851,2020-01-19
11,18,1,0,74689.85641798956,2020-01-19
11,18,2,0,48366.03646033095,2020-01-19
11,19,0,0,35804.781168753594,2020-01-20
11,19,1,0,48476.3465399381,2020-01-20
11,19,2,0,44419.415984564075,2020-01-20
11,20,0,0,23349.94643939141,2020-01-21
11,20,1,0,32755.487528573543,2020-01-21
11,20,2,0,33075.746223929804,2020-01-21
11,21,0,0,25839.005182783807,2020-01-22
11,21,1,0,35329.59281031797,2020-01-22
11,21,2,0,10858.812604687766,2020-01-22
11,22,0,0,32763.515765990658,2020-01-23
11,22,1,0,37910.740043666825,2020-01-23
11,22,2,0,28495.753657126155,2020-01-23
11,23,0,0,55694.56803027078,2020-01-24
11,23,1,0,67731.6246997113,2020-01-24
11,23,2,0,44866.0805598669,2020-01-24
11,24,0,0,66463.72472580284,2020-01-25
11,24,1,0,103145.59862415862,2020-01-25
11,24,2,0,49522.912102817165,2020-01-25
11,25,0,0,74114.71046504525,2020-01-26
11,25,1,0,107908.81694540445,2020-01-26
11,25,2,0,72733.81431214276,2020-01-26
11,26,0,0,59082.58909921701,2020-01-27
11,26,1,0,91520.1590956122,2020-01-27
11,26,2,0,43086.59826359838,2020-01-27
11,27,0,0,36655.641670280245,2020-01-28
11,27,1,0,59928.70269076224,2020-01-28
11,27,2,0,41285.192678612184,2020-01-28
11,28,0,0,17649.196867768806,2020-01-29
11,28,1,0,22822.68962439474,2020-01-29
11,28,2,0,13018.404333215167,2020-01-29
11,29,0,0,20792.936902238154,2020-01-30
11,29,1,0,36215.19563815191,2020-01-30
11,29,2,0,29477.447658007623,2020-01-30
11,30,0,0,29468.700937778132,2020-01-31
11,30,1,0,59542.13183827162,2020-01-31
11,30,2,0,44067.946667639495,2020-01-31
11,31,0,0,42237.87727985658,2020-02-01
11,31,1,0,66877.19788814514,2020-02-01
11,31,2,0,51541.39328469448,2020-02-01
11,32,0,0,59036.51093486605,2020-02-02
11,32,1,0,90686.36680462548,2020-02-02
11,32,2,0,49553.72843272934,2020-02-02
11,33,0,0,65682.00537298303,2020-02-03
11,33,1,0,99557.9011728632,2020-02-03
11,33,2,0,52060.44653444757,2020-02-03
11,34,0,0,59757.42192035808,2020-02-04
11,34,1,0,82964.3507889194,2020-02-04
11,34,2,0,57685.890091039204,2020-02-04
11,35,0,0,36790.580578861314,2020-02-05
11,35,1,0,61421.332136247605,2020-02-05
11,35,2,0,33719.02796871101,2020-02-05
11,36,0,0,23922.496563109467,2020-02-06
11,36,1,0,23882.114225823225,2020-02-06
11,36,2,0,32691.45289697887,2020-02-06
11,37,0,0,15676.772825771242,2020-02-07
11,37,1,0,30888.670200973676,2020-02-07
11,37,2,0,35169.38228266262,2020-02-07
11,38,0,0,26760.906618074838,2020-02-08
11,38,1,0,49081.460839855856,2020-02-08
11,38,2,0,58809.12365322521,2020-02-08
11,39,0,0,43124.30783499758,2020-02-09
11,39,1,0,97251.68112337358,2020-02-09
11,39,2,0,40573.46756292553,2020-02-09
11,40,0,0,61120.15982799529,2020-02-10
11,40,1,0,111964.98545613387,2020-02-10
11,40,2,0,51052.262196916105,2020-02-10
11,41,0,0,69391.35073715328,2020-02-11
11,41,1,0,98356.91555196767,2020-02-11
11,41,2,0,51502.88588267048,2020-02-11
11,42,0,0,58796.63184949917,2020-02-12
11,42,1,0,89355.32805032218,2020-02-12
11,42,2,0,51155.77300212183,2020-02-12
11,43,0,0,44662.943962537734,2020-02-13
11,43,1,0,77679.594481688,2020-02-13
11,43,2,0,51485.878558214565,2020-02-13
11,44,0,0,28931.7573063258,2020-02-14
11,44,1,0,51077.990933286186,2020-02-14
11,44,2,0,41502.4415826456,2020-02-14
11,45,0,0,22400.323027152197,2020-02-15
11,45,1,0,30284.809177782554,2020-02-15
11,45,2,0,31302.80852404528,2020-02-15
11,46,0,0,26492.565051249374,2020-02-16
11,46,1,0,25022.680971348385,2020-02-16
11,46,2,0,33609.804237542485,2020-02-16
11,47,0,0,46991.626447274975,2020-02-17
11,47,1,0,81340.76312065352,2020-02-17
11,47,2,0,49303.83298726053,2020-02-17
11,48,0,0,65003.931313559006,2020-02-18
11,48,1,0,104953.9709760049,2020-02-18
11,48,2,0,51622.871968898966,2020-02-18
11,49,0,0,79546.58985851906,2020-02-19
11,49,1,0,122328.07055446268,2020-02-19
11,49,2,0,63815.9312301195,2020-02-19
12,0,0,0,67988.60808086305,2020-01-01
12,0,1,0,101328.58704626608,2020-01-01
12,0,2,0,71195.98540335539,2020-01-01
12,1,0,0,66154.78968890036,2020-01-02
12,1,1,0,96347.44636739396,2020-01-02
12,1,2,0,46015.01175505253,2020-01-02
12,2,0,0,54911.513252318124,2020-01-03
12,2,1,0,79900.15684210816,2020-01-03
12,2,2,0,32599.05173950745,2020-01-03
12,3,0,0,31506.595488857707,2020-01-04
12,3,1,0,37313.61307226076,2020-01-04
12,3,2,0,38697.05201616504,2020-01-04
12,4,0,0,19667.748123993784,2020-01-05
12,4,1,0,22481.60667584908,2020-01-05
12,4,2,0,35681.88253641674,2020-01-05
12,5,0,0,22398.476689685216,2020-01-06
12,5,1,0,30024.520157178038,2020-01-06
12,5,2,0,38404.387094951,2020-01-06
12,6,0,0,39858.584745149754,2020-01-07
12,6,1,0,44422.75429097251,2020-01-07
12,6,2,0,53253.52679906137,2020-01-07
12,7,0,0,60285.63489683248,2020-01-08
12,7,1,0,98774.46481674314,2020-01-08
12,7,2,0,46520.69014859175,2020-01-08
12,8,0,0,73893.08336294358,2020-01-09
12,8,1,0,99399.53668829813,2020-01-09
12,8,2,0,70525.05148359697,2020-01-09
12,9,0,0,69112.53431643183,2020-01-10
12,9,1,0,101695.9032498556,2020-01-10
12,9,2,0,46949.17339796767,2020-01-10
12,10,0,0,53274.197567092044,2020-01-11
12,10,1,0,73943.03647332203,2020-01-11
12,10,2,0,57224.894196098285,2020-01-11
12,11,0,0,33318.08073005867,2020-01-12
12,11,1,0,43324.472781144956,2020-01-12
12,11,2,0,54418.946533442024,2020-01-12
12,12,0,0,22767.15964846781,2020-01-13
12,12,1,0,29309.05093534285,2020-01-13
12,12,2,0,40456.70082821588,2020-01-13
12,13,0,0,24381.100009139045,2020-01-14
12,13,1,0,44844.98841036314,2020-01-14
12,13,2,0,25620.736808291513,2020-01-14
12,14,0,0,43376.917032334844,2020-01-15
12,14,1,0,55592.76233408333,2020-01-15
12,14,2,0,24511.10554543567,2020-01-15
12,15,0,0,55067.6035438459,2020-01-16
12,15,1,0,93191.63548407229,2020-01-16
12,15,2,0,33202.26259854343,2020-01-16
12,16,0,0,72040.78140795285,2020-01-17
12,16,1,0,102037.18112598301,2020-01-17
12,16,2,0,62405.86505290997,2020-01-17
12,17,0,0,66571.02096635588,2020-01-18
12,17,1,0,90976.32170517508,2020-01-18
12,17,2,0,38123.18876941729,2020-01-18
12,18,0,0,56181.474299570924,2020-01-19
12,18,1,0,77432.81592165961,2020-01-19
12,18,2,0,50580.197262543385,2020-01-19
12,19,0,0,34805.05186569643,2020-01-20
12,19,1,0,43961.72321984421,2020-01-20
12,19,2,0,45465.06179185145,2020-01-20
12,20,0,0,22223.361651138242,2020-01-21
12,20,1,0,37352.087458053385,2020-01-21
12,20,2,0,29528.131403352436,2020-01-21
12,21,0,0,24645.19917962636,2020-01-22
12,21,1,0,40445.980379531626,2020-01-22
12,21,2,0,36101.54432610382,2020-01-22
12,22,0,0,31908.27333924535,2020-01-23
12,22,1,0,47440.82138668708,2020-01-23
12,22,2,0,53683.93549019459,2020-01-23
12,23,0,0,54675.345451419555,2020-01-24
12,23,1,0,90036.95402182774,2020-01-24
12,23,2,0,44512.75922175983,2020-01-24
12,24,0,0,65842.59182228234,2020-01-25
12,24,1,0,105276.5413198379,2020-01-25
12,24,2,0,59677.69775814688,2020-01-25
12,25,0,0,73181.26361926949,2020-01-26
12,25,1,0,94999.25745225228,2020-01-26
12,25,2,0,61526.68198242366,2020-01-26
12,26,0,0,58654.22656239062,2020-01-27
12,26,1,0,73894.78757873183,2020-01-27
12,26,2,0,39627.94483143993,2020-01-27
12,27,0,0,36558.5329954048,2020-01-28
12,27,1,0,57545.201962021725,2020-01-28
12,27,2,0,29909.309909477277,2020-01-28
12,28,0,0,17880.213412640518,2020-01-29
12,28,1,0,36525.46823046934,2020-01-29
12,28,2,0,31814.96220573559,2020-01-29
12,29,0,0,20880.8209647924,2020-01-30
12,29,1,0,43415.29236206224,2020-01-30
12,29,2,0,19565.9852095257,2020-01-30
12,30,0,0,29276.71620031229,2020-01-31
12,30,1,0,40874.60717255387,2020-01-31
12,30,2,0,44791.12340985975,2020-01-31
12,31,0,0,42744.407982453245,2020-02-01
12,31,1,0,57457.40801685242,2020-02-01
12,31,2,0,35417.608985176834,2020-02-01
12,32,0,0,59406.54902248663,2020-02-02
12,32,1,0,88351.21411746214,2020-02-02
12,32,2,0,60824.573322576885,2020-02-02
12,33,0,0,66068.3419066295,2020-02-03
12,33,1,0,103241.5269122435,2020-02-03
12,33,2,0,41667.074468182356,2020-02-03
12,34,0,0,59737.47056870484,2020-02-04
12,34,1,0,101930.230128263,2020-02-04
12,34,2,0,43074.17782794146,2020-02-04
12,35,0,0,37606.44645693698,2020-02-05
12,35,1,0,70530.11098920059,2020-02-05
12,35,2,0,41978.62177161306,2020-02-05
12,36,0,0,24432.305386097996,2020-02-06
12,36,1,0,40648.88530935149,2020-02-06
12,36,2,0,32780.23216787134,2020-02-06
12,37,0,0,16221.205309592524,2020-02-07
12,37,1,0,26381.659406201856,2020-02-07
12,37,2,0,48896.927951121914,2020-02-07
12,38,0,0,27666.868857519617,2020-02-08
12,38,1,0,52283.142543354006,2020-02-08
12,38,2,0,48772.86783379104,2020-02-08
12,39,0,0,43754.96046362798,2020-02-09
12,39,1,0,75246.35183515945,2020-02-09
12,39,2,0,36557.89783881233,2020-02-09
12,40,0,0,61987.675929000085,2020-02-10
12,40,1,0,112865.59132806862,2020-02-10
12,40,2,0,66404.35874424425,2020-02-10
12,41,0,0,69718.1747427682,2020-02-11
12,41,1,0,107146.03428334772,2020-02-11
12,41,2,0,53875.56558556953,2020-02-11
12,42,0,0,59617.87340505521,2020-02-12
12,42,1,0,93437.61058957232,2020-02-12
12,42,2,0,50871.85714245744,2020-02-12
12,43,0,0,45326.17541597101,2020-02-13
12,43,1,0,81704.4517998162,2020-02-13
12,43,2,0,41516.34896036684,2020-02-13
12,44,0,0,28896.09260175299,2020-02-14
12,44,1,0,63536.68379551301,2020-02-14
12,44,2,0,48349.95637380141,2020-02-14
12,45,0,0,22802.935408130485,2020-02-15
12,45,1,0,47430.78023430729,2020-02-15
12,45,2,0,42734.06140858792,2020-02-15
12,46,0,0,26761.67093670055,2020-02-16
12,46,1,0,32310.1839337517,2020-02-16
12,46,2,0,33411.27697352357,2020-02-16
12,47,0,0,46942.11797290855,2020-02-17
12,47,1,0,78826.22348277083,2020-02-17
12,47,2,0,60197.020993120066,2020-02-17
12,48,0,0,65178.52374210297,2020-02-18
12,48,1,0,107788.41129464972,2020-02-18
12,48,2,0,44316.19937929613,2020-02-18
12,49,0,0,79241.73742475487,2020-02-19
12,49,1,0,120343.67634874553,2020-02-19
12,49,2,0,71824.6177767298,2020-02-19
13,0,0,0,42050.316017500256,2020-01-01
13,0,1,0,66015.86741130064,2020-01-01
13,0,2,0,43849.719039433825,2020-01-01
13,1,0,0,42972.39897326926,2020-01-02
13,1,1,0,62045.143740226435,2020-01-02
13,1,2,0,35674.214327873,2020-01-02
13,2,0,0,43809.993813038614,2020-01-03
13,2,1,0,61254.459085570226,2020-01-03
13,2,2,0,37126.29336183298,2020-01-03
13,3,0,0,43316.868488791624,2020-01-04
13,3,1,0,67730.50572403627,2020-01-04
13,3,2,0,38267.53431419109,2020-01-04
13,4,0,0,41984.544368554765,2020-01-05
13,4,1,0,64630.43446920098,2020-01-05
13,4,2,0,38783.40754891212,2020-01-05
13,5,0,0,41936.50544386315,2020-01-06
13,5,1,0,54969.6782246349,2020-01-06
13,5,2,0,37829.48468653083,2020-01-06
13,6,0,0,43336.20993997456,2020-01-07
13,6,1,0,55724.34703056108,2020-01-07
13,6,2,0,46928.08393738206,2020-01-07
13,7,0,0,43479.431778202095,2020-01-08
13,7,1,0,66598.97751498786,2020-01-08
13,7,2,0,36329.654901797316,2020-01-08
13,8,0,0,44582.75354661521,2020-01-09
13,8,1,0,72155.0617569243,2020-01-09
13,8,2,0,44627.96584455867,2020-01-09
13,9,0,0,43013.313591257014,2020-01-10
13,9,1,0,58997.88658573584,2020-01-10
13,9,2,0,40107.32703324291,2020-01-10
13,10,0,0,43635.06554911202,2020-01-11
13,10,1,0,54400.83906368757,2020-01-11
13,10,2,0,47629.257758495616,2020-01-11
13,11,0,0,42093.53070552479,2020-01-12
13,11,1,0,66678.91117206227,2020-01-12
13,11,2,0,44587.67913606996,2020-01-12
13,12,0,0,43233.92942822458,2020-01-13
13,12,1,0,71698.85934686661,2020-01-13
13,12,2,0,47143.08767342039,2020-01-13
13,13,0,0,41594.08366487495,2020-01-14
13,13,1,0,66011.70356006206,2020-01-14
13,13,2,0,57929.14877196241,2020-01-14
13,14,0,0,43643.630180356275,2020-01-15
13,14,1,0,59814.245673007135,2020-01-15
13,14,2,0,42283.69653963246,2020-01-15
13,15,0,0,42543.73088120453,2020-01-16
13,15,1,0,55396.953597603315,2020-01-16
13,15,2,0,34918.15698206336,2020-01-16
13,16,0,0,43911.27164755465,2020-01-17
13,16,1,0,58717.436768635365,2020-01-17
13,16,2,0,50793.65414339649,2020-01-17
13,17,0,0,42273.76752777532,2020-01-18
13,17,1,0,61612.810585665335,2020-01-18
13,17,2,0,40293.02434081947,2020-01-18
13,18,0,0,41933.946630313214,2020-01-19
13,18,1,0,57440.76002663326,2020-01-19
13,18,2,0,33966.601391595046,2020-01-19
13,19,0,0,40764.78694662405,2020-01-20
13,19,1,0,78203.12564063267,2020-01-20
13,19,2,0,37700.09456841782,2020-01-20
13,20,0,0,40849.747901712704,2020-01-21
13,20,1,0,47403.16723743486,2020-01-21
13,20,2,0,30723.49787445014,2020-01-21
13,21,0,0,41084.61905524551,2020-01-22
13,21,1,0,62255.60104616206,2020-01-22
13,21,2,0,43369.04041662083,2020-01-22
13,22,0,0,40308.17517869102,2020-01-23
13,22,1,0,56966.51304293869,2020-01-23
13,22,2,0,27125.374210263115,2020-01-23
13,23,0,0,41233.278735975124,2020-01-24
13,23,1,0,61042.945631208,2020-01-24
13,23,2,0,41766.03058428038,2020-01-24
13,24,0,0,40375.19757426386,2020-01-25
13,24,1,0,70037.9843880871,2020-01-25
13,24,2,0,46545.29862251198,2020-01-25
13,25,0,0,41384.68154714361,2020-01-26
13,25,1,0,64622.32770718676,2020-01-26
13,25,2,0,28854.78325008491,2020-01-26
13,26,0,0,39696.57605686499,2020-01-27
13,26,1,0,60964.80872387764,2020-01-27
13,26,2,0,34948.68817328883,2020-01-27
13,27,0,0,38326.92363357835,2020-01-28
13,27,1,0,70795.16589185539,2020-01-28
13,27,2,0,38957.52346402934,2020-01-28
13,28,0,0,37037.23055005468,2020-01-29
13,28,1,0,50196.543475607934,2020-01-29
13,28,2,0,42086.915226424135,2020-01-29
13,29,0,0,37492.29810050872,2020-01-30
13,29,1,0,45769.129605099515,2020-01-30
13,29,2,0,38932.80960089105,2020-01-30
13,30,0,0,38434.91865798589,2020-01-31
13,30,1,0,56275.87313135277,2020-01-31
13,30,2,0,45030.63507745149,2020-01-31
13,31,0,0,36801.286859400076,2020-02-01
13,31,1,0,48742.672730198305,2020-02-01
13,31,2,0,47615.006696267876,2020-02-01
13,32,0,0,37523.514502477854,2020-02-02
13,32,1,0,70976.06451522873,2020-02-02
13,32,2,0,46910.476739999445,2020-02-02
13,33,0,0,37617.98505785965,2020-02-03
13,33,1,0,66240.8663688661,2020-02-03
13,33,2,0,31979.08669089771,2020-02-03
13,34,0,0,38599.5637128056,2020-02-04
13,34,1,0,46011.16622550368,2020-02-04
13,34,2,0,33073.52032038519,2020-02-04
13,35,0,0,35845.9376026973,2020-02-05
13,35,1,0,67258.3917424912,2020-02-05
13,35,2,0,54071.4062914117,2020-02-05
13,36,0,0,36409.79571296745,2020-02-06
13,36,1,0,48416.0568662287,2020-02-06
13,36,2,0,46420.12332408848,2020-02-06
13,37,0,0,36143.362676563054,2020-02-07
13,37,1,0,71549.00098144072,2020-02-07
13,37,2,0,34368.59745248481,2020-02-07
13,38,0,0,35391.324335092366,2020-02-08
13,38,1,0,61302.73805701631,2020-02-08
13,38,2,0,31916.42940253102,2020-02-08
13,39,0,0,36482.12117640545,2020-02-09
13,39,1,0,43882.71884061703,2020-02-09
13,39,2,0,34405.85326216227,2020-02-09
13,40,0,0,36213.61769316875,2020-02-10
13,40,1,0,54614.318816666884,2020-02-10
13,40,2,0,28223.301322723863,2020-02-10
13,41,0,0,37857.373667324886,2020-02-11
13,41,1,0,62977.77556445821,2020-02-11
13,41,2,0,43772.668927898296,2020-02-11
13,42,0,0,36290.976504756916,2020-02-12
13,42,1,0,51657.13303947975,2020-02-12
13,42,2,0,34101.80011594811,2020-02-12
13,43,0,0,36425.62756358155,2020-02-13
13,43,1,0,80103.76357459153,2020-02-13
13,43,2,0,33207.70624836364,2020-02-13
13,44,0,0,37998.42447321019,2020-02-14
13,44,1,0,51398.465925269506,2020-02-14
13,44,2,0,31279.727297135607,2020-02-14
13,45,0,0,36669.63511406218,2020-02-15
13,45,1,0,55775.37248954702,2020-02-15
13,45,2,0,38099.72456688544,2020-02-15
13,46,0,0,37118.32693122405,2020-02-16
13,46,1,0,66506.04805505376,2020-02-16
13,46,2,0,50500.14931485309,2020-02-16
13,47,0,0,38413.322991072615,2020-02-17
13,47,1,0,53470.521829647725,2020-02-17
13,47,2,0,36916.37032767418,2020-02-17
13,48,0,0,38179.88454871343,2020-02-18
13,48,1,0,63038.36797450387,2020-02-18
13,48,2,0,47234.98740887642,2020-02-18
13,49,0,0,39788.0123832975,2020-02-19
13,49,1,0,53087.54066874717,2020-02-19
13,49,2,0,38214.09839914699,2020-02-19
14,0,0,0,52315.68821092013,2020-01-01
14,0,1,0,82393.98550089981,2020-01-01
14,0,2,0,47440.556640661394,2020-01-01
14,1,0,0,52423.4127711541,2020-01-02
14,1,1,0,86880.05420506258,2020-01-02
14,1,2,0,48717.6183804757,2020-01-02
14,2,0,0,49031.6251579421,2020-01-03
14,2,1,0,76040.13334410217,2020-01-03
14,2,2,0,55286.64221008618,2020-01-03
14,3,0,0,40088.893323800396,2020-01-04
14,3,1,0,67905.69369336772,2020-01-04
14,3,2,0,55866.14569719483,2020-01-04
14,4,0,0,34654.212273999714,2020-01-05
14,4,1,0,62451.256959947044,2020-01-05
14,4,2,0,58949.7165736981,2020-01-05
14,5,0,0,35608.75468337182,2020-01-06
14,5,1,0,70571.72254292239,2020-01-06
14,5,2,0,34457.672726325014,2020-01-06
14,6,0,0,43148.289337918424,2020-01-07
14,6,1,0,66134.21652586118,2020-01-07
14,6,2,0,34811.057170189444,2020-01-07
14,7,0,0,50711.58033328704,2020-01-08
14,7,1,0,85597.87994941656,2020-01-08
14,7,2,0,51128.33519852864,2020-01-08
14,8,0,0,56597.97134568812,2020-01-09
14,8,1,0,77534.93060192242,2020-01-09
14,8,2,0,45933.04043061557,2020-01-09
14,9,0,0,53535.521003142305,2020-01-10
14,9,1,0,79483.78887907193,2020-01-10
14,9,2,0,33224.95188943176,2020-01-10
14,10,0,0,48287.860247314165,2020-01-11
14,10,1,0,67226.19133890257,2020-01-11
14,10,2,0,40367.237122018945,2020-01-11
14,11,0,0,39719.53871998261,2020-01-12
14,11,1,0,62313.239236613175,2020-01-12
14,11,2,0,38443.01587017026,2020-01-12
14,12,0,0,36834.81311877915,2020-01-13
14,12,1,0,47484.53388167462,2020-01-13
14,12,2,0,43074.78931352405,2020-01-13
14,13,0,0,36043.00804294881,2020-01-14
14,13,1,0,56358.21344081166,2020-01-14
14,13,2,0,42958.18754471862,2020-01-14
14,14,0,0,44688.90545983387,2020-01-15
14,14,1,0,67419.14521161653,2020-01-15
14,14,2,0,43026.37164974241,2020-01-15
14,15,0,0,48022.99315270287,2020-01-16
14,15,1,0,53686.025118681304,2020-01-16
14,15,2,0,41639.80970892283,2020-01-16
14,16,0,0,55358.046120699786,2020-01-17
14,16,1,0,99081.64481054308,2020-01-17
14,16,2,0,47909.18214658842,2020-01-17
14,17,0,0,51987.202503225,2020-01-18
14,17,1,0,82925.43333482822,2020-01-18
14,17,2,0,38261.44141121862,2020-01-18
14,18,0,0,47915.735017243846,2020-01-19
14,18,1,0,47908.143800903636,2020-01-19
14,18,2,0,22171.98688870757,2020-01-19
14,19,0,0,39143.25001763038,2020-01-20
14,19,1,0,70932.18679302625,2020-01-20
14,19,2,0,55570.21832462449,2020-01-20
14,20,0,0,34630.49102708738,2020-01-21
14,20,1,0,56097.13706518822,2020-01-21
14,20,2,0,46308.409761373645,2020-01-21
14,21,0,0,35710.54271837529,2020-01-22
14,21,1,0,45445.982737886035,2020-01-22
14,21,2,0,38449.33188791247,2020-01-22
14,22,0,0,37703.56435038397,2020-01-23
14,22,1,0,49444.53152923234,2020-01-23
14,22,2,0,46115.952623180696,2020-01-23
14,23,0,0,46777.38228157247,2020-01-24
14,23,1,0,72359.51290222004,2020-01-24
14,23,2,0,44289.24772311113,2020-01-24
14,24,0,0,50124.2293250281,2020-01-25
14,24,1,0,76418.9659760444,2020-01-25
14,24,2,0,32950.7906556127,2020-01-25
14,25,0,0,53647.57580710362,2020-01-26
14,25,1,0,79523.91278854641,2020-01-26
14,25,2,0,45441.56113399262,2020-01-26
14,26,0,0,46934.05464393042,2020-01-27
14,26,1,0,72039.71768304822,2020-01-27
14,26,2,0,50426.500613601485,2020-01-27
14,27,0,0,37730.79098376088,2020-01-28
14,27,1,0,60611.58984355201,2020-01-28
14,27,2,0,52747.648161897785,2020-01-28
14,28,0,0,29839.959995828813,2020-01-29
14,28,1,0,56203.87363260156,2020-01-29
14,28,2,0,58070.46852097803,2020-01-29
14,29,0,0,31316.17729386269,2020-01-30
14,29,1,0,56260.64002221624,2020-01-30
14,29,2,0,31546.2952567729,2020-01-30
14,30,0,0,35168.46983043978,2020-01-31
14,30,1,0,54750.51168244726,2020-01-31
14,30,2,0,42923.28210773121,2020-01-31
14,31,0,0,38700.912526420274,2020-02-01
14,31,1,0,59805.60847305101,2020-02-01
14,31,2,0,35598.258699858896,2020-02-01
14,32,0,0,45379.63370877928,2020-02-02
14,32,1,0,64142.369509620854,2020-02-02
14,32,2,0,50025.778876240176,2020-02-02
14,33,0,0,47886.40960689453,2020-02-03
14,33,1,0,65632.7571732352,2020-02-03
14,33,2,0,46085.02723979316,2020-02-03
14,34,0,0,46405.65624888158,2020-02-04
14,34,1,0,69927.39105666295,2020-02-04
14,34,2,0,56087.64660282797,2020-02-04
14,35,0,0,36024.96625901212,2020-02-05
14,35,1,0,65630.43700982114,2020-02-05
14,35,2,0,37851.11086558794,2020-02-05
14,36,0,0,31699.313581020262,2020-02-06
14,36,1,0,67299.50761934201,2020-02-06
14,36,2,0,43156.957387696864,2020-02-06
14,37,0,0,28483.335020330793,2020-02-07
14,37,1,0,72821.1859705868,2020-02-07
14,37,2,0,49326.62592705969,2020-02-07
